"","�..","CreationDate","DeletionDate","Score","ViewCount","Body","Title","Tags","AnswerCount","CommentCount","FavoriteCount","ClosedDate","CommunityOwnedDate","AcceptedAnswerId","CreationDateComparison","CreationTime"
"320",320,"2010-10-13 00:16:59",NA,214,299100,"<p>What is your preference when it comes to editing/debugging large JavaScript projects, containing number of relatively big JS files?</p>

<p>Please list your choice, why do you like it compared to others; If it is already listed you can up vote it if you like.</p>

<p><strong>Summary:</strong></p>

<ul>
<li>Jetbrains <a href=""http://www.jetbrains.com/webstorm/"">WebStorm</a>/<a href=""http://www.jetbrains.com/phpstorm/"">PhpStorm</a> (most comprehensive); $100 for commercial license, $50 personal, $25 academic, free for open source developers upon application approval</li>
<li><a href=""http://www.activestate.com/komodo-ide"">Komodo IDE</a> (full Node.js debugging support since version 8); $382</li>
<li><a href=""http://www.nodeclipse.org"">Nodeclipse</a>, an Eclipse plugin for Node.js</li>
<li><a href=""http://c9.io"">Cloud9</a> - cloud-based IDE</li>
<li><a href=""http://www.aptana.com/products/studio3"">Aptana Studio</a></li>
<li>vim</li>
<li><a href=""http://www.sublimetext.com/"">Sublime Text</a></li>
<li><a href=""http://coreh.github.io/nide/"">Nide</a></li>
</ul>
","IDE for Node.js / Javascript?","<javascript><ide><debugging><node.js><v8>",5,2,160,"2010-10-13 05:48:40","2010-10-13 12:24:09",3920224,797,"00:16:59"
"321",321,"2008-08-10 04:07:52",NA,528,298165,"<p>I have a data structure that represents a directed graph, and I want to render that dynamically on an HTML page.  These graphs will usually be just a few nodes, maybe ten at the very upper end, so my guess is that performance isn't going to be a big deal. Ideally, I'd like to be able to hook it in with jQuery so that users can tweak the layout manually by dragging the nodes around.</p>

<p>Note: I'm not looking for a charting library.</p>
","Graph visualization library in JavaScript","<javascript><jquery><data-structures><graph-layout>",5,1,621,"","2013-11-26 13:29:23",2366237,3,"04:07:52"
"322",322,"2010-01-22 10:26:06",NA,235,297922,"<p>What is the fastest way to replace all instances of a <code>string/character</code> in a string in <code>Javascript</code>? A <code>while</code>, a <code>for-loop</code>, a <code>regular expression</code>?</p>
","Fastest method to replace all instances of a character in a string","<javascript><string><replace>",11,6,51,"","",2116614,533,"10:26:06"
"323",323,"2008-11-25 19:44:38",NA,239,297888,"<p>I am creating a jQuery plugin.</p>

<p>How do I get real image width and height with Javascript in Safari?</p>

<p>Following works with Firefox 3, IE7 and Opera 9:</p>

<pre><code>var pic = $(""img"")

// need to remove these in of case img-element has set width and height
pic.removeAttr(""width""); 
pic.removeAttr(""height"");

var pic_real_width = pic.width();
var pic_real_height = pic.height();
</code></pre>

<p>But in Webkit browsers like Safari and Google Chrome values are 0...</p>

<p>Doing this on server side is not an option.</p>
","Get real image width and height with JavaScript in Safari/Chrome?","<javascript><jquery><safari><google-chrome><webkit>",29,5,118,"","",670433,110,"19:44:38"
"324",324,"2009-12-15 22:50:07",NA,906,297373,"<p>How do I debug a Node.js server application?</p>

<p>Right now I'm mostly using <em>alert debugging</em> with print statements like this:</p>

<pre><code>sys.puts(sys.inspect(someVariable));
</code></pre>

<p>There must be a better way to debug. I know that <a href=""http://en.wikipedia.org/wiki/Google_Chrome"">Google Chrome</a> has a command-line debugger. Is this debugger available for Node.js as well?</p>
","How do I debug Node.js applications?","<javascript><node.js><debugging><google-chrome-devtools>",25,1,570,"","",2536734,495,"22:50:07"
"325",325,"2009-08-07 14:57:39",NA,245,297332,"<p>I've been looking around for a decent jQuery plugin that can handle both dates and times.  The core UI <code>DatePicker</code> is great, but unfortunately I need to be able to take time in as well.</p>

<p>I've found a few hacks for the DatePicker to work with times, but they all seem pretty inelegant and Google isn't turning up anything nice.</p>

<p>Is there a good jQuery plugin for selecting dates and times in a single UI control with a usable interface?</p>
","jQuery date/time picker","<javascript><jquery><datepicker><datetimepicker>",12,2,110,"2013-09-09 16:16:02","",NA,365,"14:57:39"
"326",326,"2013-01-28 23:34:38",NA,151,297156,"<p>I'm trying to set a cookie depending on which css file i choose in my Html. I have a form with a list of options, and different css files as values. When I choose a file, it should be saved to a cookie for about a week. The next time you open your html file, it should be the previous file you've chosen.</p>

<p>JavaScript code:</p>

<pre><code>function cssLayout() {
    document.getElementById(""css"").href = this.value;
}


function setCookie(){
    var date = new Date(""Februari 10, 2013"");
    var dateString = date.toGMTString();
    var cookieString = ""Css=document.getElementById(""css"").href"" + dateString;
    document.cookie = cookieString;
}

function getCookie(){
    alert(document.cookie);
}
</code></pre>

<p>HTML code:</p>

<pre><code>&lt;form&gt;
    Select your css layout:&lt;br&gt;
    &lt;select id=""myList""&gt;
        &lt;option value=""style-1.css""&gt;CSS1&lt;/option&gt;
        &lt;option value=""style-2.css""&gt;CSS2&lt;/option&gt;  
        &lt;option value=""style-3.css""&gt;CSS3&lt;/option&gt;
        &lt;option value=""style-4.css""&gt;CSS4&lt;/option&gt;
    &lt;/select&gt;
&lt;/form&gt;
</code></pre>
","Set cookie and get cookie with JavaScript","<javascript><html><css><cookies>",4,6,42,"2014-09-05 13:14:05","",NA,1635,"23:34:38"
"327",327,"2010-05-12 15:25:00",NA,121,295848,"<p>Are there any methods in JavaScript that could be used to encode and decode a string using base64 encoding?</p>
","Base64 encoding and decoding in client-side Javascript","<javascript><base64>",11,1,36,"","",2820329,643,"15:25:00"
"328",328,"2012-01-27 16:11:38",NA,85,295737,"<p>How can I convert a string that describes an object into a JSON string using JavaScript (or jQuery)?</p>

<p>e.g: Convert this (<em>NOT</em> a valid JSON string): 
</p>

<pre><code>var str = ""{ hello: 'world', places: ['Africa', 'America', 'Asia', 'Australia'] }""
</code></pre>

<p>into this:</p>

<pre class=""lang-js prettyprint-override""><code>str = '{ ""hello"": ""world"", ""places"": [""Africa"", ""America"", ""Asia"", ""Australia""] }'
</code></pre>

<p>I would love to avoid using <code>eval()</code> if possible.</p>
","Convert object string to JSON","<javascript><json><object>",11,7,22,"","",9036552,1268,"16:11:38"
"329",329,"2012-06-24 13:40:56",NA,396,295658,"

<p>My version of node is always v0.6.1-pre even after I install brew node and NVM install v0.6.19.</p>

<p>My node version is:</p>

<pre class=""lang-none prettyprint-override""><code>node -v
v0.6.1-pre
</code></pre>

<p>NVM says this (after I install a version of node for the first time in one bash terminal):</p>

<pre class=""lang-none prettyprint-override""><code>nvm ls
v0.6.19
current:    v0.6.19
</code></pre>

<p>But when I restart bash, this is what I see:</p>

<pre class=""lang-none prettyprint-override""><code>nvm ls
v0.6.19
current:    v0.6.1-pre
default -&gt; 0.6.19 (-&gt; v0.6.19)
</code></pre>

<p>So where is this phantom node 0.6.1-pre version and how can I get rid of it? I'm trying to install libraries via NPM so that I can work on a project.</p>

<p>I tried using BREW to update before NVM, using ""brew update"" and ""brew install node"". 
I've tried deleting the ""node"" directory in my /usr/local/include and the ""node"" and ""node_modules"" in my ""/usr/local/lib"".
I've tried uninstalling npm and reinstalling it following <a href=""http://superuser.com/questions/268946/uninstall-node-js"">these</a> instructions.</p>

<p>All of this because I was trying to update an older version of node to install the ""zipstream"" library. Now there's folders in my users directory, and the node version STILL isn't up to date, even though NVM says it's using 0.6.19.</p>

<p><strong>Ideally, I'd like to uninstall nodejs, npm, and nvm, and just reinstall the entire thing from scratch on my system.</strong></p>
","How do I completely uninstall Node.js, and reinstall from beginning (Mac OS X)","<javascript><node.js><npm>",14,3,251,"","",11178106,1417,"13:40:56"
"330",330,"2010-07-25 17:16:24",NA,184,295378,"<p>I have a function:</p>

<pre><code>function myfunction() {
  if (a == 'stop')  // How can I stop the function here?
}
</code></pre>

<p>Is there something like <code>exit()</code> in JavaScript?</p>
","Early exit from function?","<javascript>",8,6,29,"","",3330206,717,"17:16:24"
"331",331,"2009-06-08 21:21:01",NA,373,295023,"<p>On the front page of a site I am building, several <code>&lt;div&gt;</code>s use the CSS <code>:hover</code> pseudo-class to add a border when the mouse is over them. One of the <code>&lt;div&gt;</code>s contains a <code>&lt;form&gt;</code> which, using jQuery, will keep the border if an input within it has focus. This works perfectly except that IE6 does not support <code>:hover</code> on any elements other than <code>&lt;a&gt;</code>s. So, for this browser only we are using jQuery to mimic CSS <code>:hover</code> using the <code>$(#element).hover()</code> method. The only problem is, now that jQuery handles both the form <code>focus()</code> <em>and</em> <code>hover()</code>, when an input has focus then the user moves the mouse in and out, the border goes away.</p>

<p>I was thinking we could use some kind of conditional to stop this behavior. For instance, if we tested on mouse out if any of the inputs had focus, we could stop the border from going away. AFAIK, there is no <code>:focus</code> selector in jQuery, so I'm not sure how to make this happen. Any ideas?</p>
","Using jQuery to test if an input has focus","<javascript><jquery><javascript-events><jquery-on>",15,3,80,"","",2684561,305,"21:21:01"
"332",332,"2008-09-30 20:22:35",NA,882,293832,"<p>How can I convert a JavaScript string value to be in all lower case letters?</p>

<p>Example: ""Your Name"" to ""your name""</p>
","Convert JavaScript String to be all lower case?","<javascript><string>",9,2,48,"","",154891,54,"20:22:35"
"333",333,"2008-10-28 10:34:35",NA,1066,293584,"<p><code>console.log(""double"");</code> vs <code>console.log('single');</code></p>

<p>I see more and more JavaScript libraries out there using single quotes when handling strings. What are the reasons to use one over the other? I thought they're pretty much interchangeable.</p>
","When to use double or single quotes in JavaScript?","<javascript><string><conventions>",37,16,229,"","2013-11-22 03:59:33",242833,82,"10:34:35"
"334",334,"2010-11-08 18:25:06",NA,108,293149,"<p>How can I use jquery on the client side to substring ""nameGorge"" and remove ""name"" so it outputs just ""Gorge""?</p>

<pre><code>var name = ""nameGorge""; //output Gorge
</code></pre>
","How to substring in jquery","<javascript><jquery><string>",8,2,13,"","",4126795,823,"18:25:06"
"335",335,"2009-08-30 11:34:40",NA,625,292796,"<p>I'd like to tell the difference between valid and invalid date objects in JS, but couldn't figure out how:</p>

<pre><code>var d = new Date(""foo"");
console.log(d.toString()); // shows 'Invalid Date'
console.log(typeof d); // shows 'object'
console.log(d instanceof Date); // shows 'true'
</code></pre>

<p>Any ideas for writing an <code>isValidDate</code> function?</p>

<p>EDIT - thanks for the responses!</p>

<ul>
<li>Ash recommended <code>Date.parse</code> for parsing date strings, which gives an authoritative way to check if the date string is valid.</li>
<li>What I would prefer, if possible, is have my API accept a Date instance and to be able to check/assert whether it's valid or not. Borgar's solution does that, but I need to test it across browsers. I also wonder whether there's a more elegant way.</li>
</ul>

<p>EDIT 2</p>

<ul>
<li>Ash made me consider not having my API accept <code>Date</code> instances at all, this would be easiest to validate.</li>
<li>Borgar suggested testing for a <code>Date</code> instance, and then testing for the <code>Date</code>'s time value. If the date is invalid, the time value is <code>NaN</code>. I checked with <a href=""http://www.ecma-international.org/ecma-262/6.0/index.html#sec-time-values-and-time-range"">ECMA-262</a> and this behavior is in the standard, which is exactly what I'm looking for.</li>
</ul>

<p>My final function, based on Borgar's solution:</p>

<pre><code>function isValidDate(d) {
  if ( Object.prototype.toString.call(d) !== ""[object Date]"" )
    return false;
  return !isNaN(d.getTime());
}
</code></pre>
","Detecting an ""invalid date"" Date instance in JavaScript","<javascript><date>",30,14,105,"","",1353711,388,"11:34:40"
"336",336,"2008-11-18 13:43:53",NA,392,292463,"<p>How do I send a cross-domain POST request via JavaScript?</p>

<p>Notes - it shouldn't refresh the page, and I need to grab and parse the response afterward.</p>

<p>Your help with some code examples will be much appreciated.</p>
","How do I send a cross-domain POST request via JavaScript?","<javascript><ajax><cross-domain>",17,3,252,"","",NA,103,"13:43:53"
